session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,Ethnicity (Simplified),First Language,Nationality,Sex,Student Status
5f11bea8f4df8306b77d55f2,5e07dcb369a11714d628ec22,APPROVED,2020-07-17 15:07:20.204000,2020-07-17 15:20:40.068000,799.864,46,21,0,100,2020-07-17 16:44:33.546000,3A147E63,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Male,No
5f11bea837fa27077502bb9a,5eee623e39386710454df7ad,APPROVED,2020-07-17 15:07:25.525000,2020-07-17 15:19:49.062000,743.537,19,9,0,100,2020-07-17 16:44:31.698000,NOCODE,United Kingdom,United Kingdom,,White,,United Kingdom,Male,Yes
5f11bec6fe80e0081169ba7a,5ca658b96bbed400184ae2e8,APPROVED,2020-07-17 15:07:53.123000,2020-07-17 15:14:17.822000,384.699,34,78,0,100,2020-07-17 16:44:35.750000,3A147E63,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Male,No
5f11bf39093bed0703a13f7d,5cc1e1a14044ff001397addb,APPROVED,2020-07-17 15:09:48.952000,2020-07-17 15:13:03.130000,194.178,21,95,1,100,2020-07-17 16:44:38.461000,3A147E63,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Male,Yes
5f11bf55eeb40206f273930e,5d381be853364c0018c15c74,APPROVED,2020-07-17 15:10:13.382000,2020-07-17 15:15:58.526000,345.144,20,47,0,100,2020-07-17 16:44:40.529000,3A147E63,United Kingdom,United Kingdom,Other,White,English,United Kingdom,Male,Yes
5f11bfcd870c8b0763f5669c,5d401a40c857740001c8c7aa,APPROVED,2020-07-17 15:12:25.807000,2020-07-17 15:18:15.326000,349.519,44,7,0,100,2020-07-17 16:44:42.645000,3A147E63,United Kingdom,United Kingdom,DATA EXPIRED,White,English,United Kingdom,Male,Yes
5f11c03aba6ec3074cd30481,5ec7caccfc75cf243d01e7cb,APPROVED,2020-07-17 15:14:02.712000,2020-07-17 15:20:37.936000,395.224,18,7,0,100,2020-07-17 16:44:45.224000,3A147E63,United Kingdom,United Kingdom,Unemployed (and job seeking),White,English,United Kingdom,Male,Yes
5f11c0764408d907603840ee,5c1250fa6a7c1a000109ce3a,APPROVED,2020-07-17 15:15:06.225000,2020-07-17 15:18:58.376000,232.151,35,230,0,100,2020-07-17 16:44:47.469000,3A147E63,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Male,No
5f11c0c13c6e2c0781dcaa0f,5ec3017eea63c51454d3c3dd,APPROVED,2020-07-17 15:16:17.429000,2020-07-17 15:20:14.948000,237.519,40,20,0,100,2020-07-17 16:44:49.669000,3A147E63,United Kingdom,,Full-Time,White,English,United Kingdom,Male,No
5f11c0c686d2db07c9f89539,5e972ac569be230840974427,APPROVED,2020-07-17 15:16:29.328000,2020-07-17 15:21:09.985000,280.657,58,9,0,100,2020-07-17 16:44:52.368000,3A147E63,United Kingdom,United Kingdom,DATA EXPIRED,White,DATA EXPIRED,United Kingdom,Male,DATA EXPIRED
5f11c0d5dc128d07a27f3ead,5ead362f9535c40008959d3b,APPROVED,2020-07-17 15:16:48.110000,2020-07-17 15:25:12.063000,503.953,37,35,0,100,2020-07-17 16:44:54.158000,3A147E63,Australia,United Kingdom,Full-Time,White,English,United Kingdom,Male,No
5f11c0e1c1ac1406fa6a9af0,5d41d44ca9b235000187052d,APPROVED,2020-07-17 15:17:02.941000,2020-07-17 15:22:06.071000,303.13,29,202,1,100,2020-07-17 16:44:56.089000,3A147E63,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Male,No
5f11c0f5cf2f5e080fb4726a,5cca9f9f9f82130017d56060,APPROVED,2020-07-17 15:17:18.379000,2020-07-17 15:22:45.640000,327.261,27,77,0,100,2020-07-17 16:44:58.276000,3A147E63,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Male,No
5f11c12847204c07c1bdfe1a,5e18480d4a955b129ced1031,APPROVED,2020-07-17 15:18:10.855000,2020-07-17 15:24:29.828000,378.973,38,82,1,100,2020-07-17 16:45:00.403000,3A147E63,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Male,No
5f11c18345c7ba08831c9caf,5bc88f94f707d0000136320c,APPROVED,2020-07-17 15:19:31.372000,2020-07-17 15:24:51.681000,320.309,62,119,0,100,2020-07-17 16:45:02.817000,3A147E63,United Kingdom,United Kingdom,Unemployed (and job seeking),White,English,United Kingdom,Male,No
5f11c193d81612076da579a3,5a0064fa120fb30001947fa5,APPROVED,2020-07-17 15:19:47.626000,2020-07-17 15:25:47.014000,359.388,57,196,1,100,2020-07-17 16:45:05.059000,3A147E63,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United Kingdom,Male,No
5f11c1c7fe80e008361612c0,5e66c77e8ebdaf4466e26326,APPROVED,2020-07-17 15:20:42.242000,2020-07-17 15:23:56.551000,194.309,39,7,0,100,2020-07-17 16:45:07.372000,3A147E63,United Kingdom,,Full-Time,White,English,United Kingdom,Male,No
5f11c1ef469292075adf2eb0,5c8265b52263490001c7f9ba,APPROVED,2020-07-17 15:21:27.675000,2020-07-17 15:25:29.962000,242.287,31,99,0,100,2020-07-17 16:45:09.438000,3A147E63,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Male,No
5f11c1f5bb524707b2d36dd3,5ea95df0ba193903e98d028f,APPROVED,2020-07-17 15:21:27.004000,2020-07-17 15:24:57.765000,210.761,23,9,0,100,2020-07-17 16:45:11.893000,3A147E63,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Male,No
5f11c24ffcffd007551d42b6,5cab268b0c938300164b5d07,APPROVED,2020-07-17 15:23:00.869000,2020-07-17 15:28:08.718000,307.849,57,233,0,100,2020-07-17 16:45:14.119000,3A147E63,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Male,No
5f11c25bd31fac075430731b,5a777c418fe2dc0001057b4f,APPROVED,2020-07-17 15:23:10.596000,2020-07-17 15:26:26.005000,195.409,51,356,1,100,2020-07-17 16:45:16.768000,3A147E63,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Male,No
5f11c2624078cd0754e317df,5ee1598b48af3d173173e2bd,APPROVED,2020-07-17 15:23:14.083000,2020-07-17 15:28:16.298000,302.215,39,5,0,100,2020-07-17 16:45:18.792000,3A147E63,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Male,No
